Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
MSTRG.1212	CENPL	chr1	-	173768688	173793777	32.458557	2.289558	7.183531
MSTRG.1213	DARS2	chr1	+	173793811	173827684	104.168671	6.771696	21.246326
MSTRG.1216	GAS5-AS1	chr1	+	173832386	173833080	0.698129	0.042823	0.134358
MSTRG.1217	GAS5	chr1	-	173833037	173838020	624.773621	165.000443	517.692078
MSTRG.1218	SNORD80	chr1	-	173833971	173834041	111.830986	6.859689	21.522404
MSTRG.1219	ZBTB37	chr1	+	173837220	173872685	1.656427	0.128224	0.402305
MSTRG.1220	SERPINC1	chr1	-	173872657	173886516	0.269724	0.016545	0.051910
MSTRG.1222	RABGAP1L	chr1	+	174128552	174964445	3.623366	2.005484	6.292244
MSTRG.1223	GPR52	chr1	+	174417102	174418683	0.000000	0.000000	0.000000
MSTRG.1224	LOC101928696	chr1	-	174904084	174923398	0.000000	0.000000	0.000000
TNN	TNN	chr1	+	175036969	175117204	0.177756	0.010904	0.034210
MSTRG.1214	CACYBP	chr1	+	174968571	174981163	168.798859	27.215939	85.390518
MSTRG.1215	MRPS14	chr1	-	174982094	174992591	187.829376	11.971646	37.561268
BRINP2	BRINP2	chr1	+	177140094	177251558	0.000000	0.000000	0.000000
MSTRG.1225	COP1	chr1	-	175913962	176176422	137.981247	8.531760	26.768559
MSTRG.1226	MIR1843	chr1	-	175937506	175937676	0.000000	0.000000	0.000000
PAPPA2	PAPPA2	chr1	+	176432311	176814737	8.050822	0.533361	1.673430
SEC16B	SEC16B	chr1	-	177897924	177953438	2.223188	0.625370	1.962111
CRYZL2P-SEC16B	CRYZL2P-SEC16B	chr1	-	177897924	178007142	7.092204	0.580068	1.819975
CRYZL2P	CRYZL2P	chr1	-	177975275	178007142	12.910648	0.815300	2.558019
MSTRG.1227	C1orf220	chr1	+	178511931	178518024	2.122623	0.130201	0.408509
MSTRG.1228	MIR4424	chr1	+	178646884	178646969	0.000000	0.000000	0.000000
RASAL2-AS1	RASAL2-AS1	chr1	-	178060643	178063128	3.713003	0.227755	0.714585
RASAL2	RASAL2	chr1	+	178063239	178453284	3.914789	1.014028	3.181532
MSTRG.1229	RALGPS2	chr1	+	178694282	178890977	32.337570	2.005716	6.292971
MSTRG.1230	ANGPTL1	chr1	-	178818670	178840212	7.572961	0.464524	1.457452
MSTRG.1231	FAM20B	chr1	+	178994939	179045709	26.363167	6.381361	20.021641
MSTRG.1232	TOR3A	chr1	+	179050564	179065129	130.118744	10.259961	32.190823
ABL2	ABL2	chr1	-	179068465	179198819	17.959635	1.312442	4.117811
MSTRG.1233	SOAT1	chr1	+	179262849	179327814	23.105141	3.943642	12.373250
MSTRG.1235	TOR1AIP2	chr1	-	179809111	179846938	32.722214	3.930254	12.331247
MSTRG.1234	TOR1AIP1	chr1	+	179851177	179889212	180.035446	11.048138	34.663746
MSTRG.1236	CEP350	chr1	+	179923927	180084010	31.656019	1.943551	6.097927
MSTRG.1238	LHX4	chr1	+	180199399	180248119	1.734891	0.106418	0.333888
MSTRG.1239	LHX4-AS1	chr1	-	180238798	180472076	72.339943	10.809546	33.915157
MSTRG.1240	MIR3121	chr1	-	180407449	180407525	0.000000	0.000000	0.000000
MSTRG.1237	QSOX1	chr1	+	180123968	180173165	501.399384	31.541691	98.962646
MSTRG.1241	XPR1	chr1	+	180601158	180859415	31.078821	2.397629	7.522608
MSTRG.1246	KIAA1614	chr1	+	180882033	180920750	6.073458	0.372545	1.168866
MSTRG.1247	KIAA1614-AS1	chr1	-	180918827	180924023	0.067254	0.004125	0.012943
MSTRG.1248	STX6	chr1	-	180941850	180992257	81.544456	5.013054	15.728552
MSTRG.1242	MR1	chr1	+	181002561	181031074	51.702671	3.238316	10.160278
MSTRG.1245	IER5	chr1	+	181057836	181062036	52.649609	3.229516	10.132667
LINC01686	LINC01686	chr1	+	182584275	182585765	0.400402	0.024561	0.077059
MSTRG.1243	GLUL	chr1	-	182347228	182361341	81.885468	5.405145	16.958744
RGS16	RGS16	chr1	-	182567758	182573524	4.148671	0.254479	0.798431
MSTRG.1244	RNASEL	chr1	-	182542769	182558391	24.747641	1.518015	4.762801
NPL	NPL	chr1	+	182758584	182799519	5.708149	0.399260	1.252687
MSTRG.1249	SHCBP1L	chr1	-	182869000	182922301	0.000000	0.000000	0.000000
MSTRG.1250	SHCBP1L	chr1	.	182910959	182911534	30.123257	1.847754	5.797363
MSTRG.1253	LOC647070	chr1	-	182802807	182808726	0.475005	0.029137	0.091417
MSTRG.1254	DHX9	chr1	+	182808482	182857117	484.531738	30.575991	95.932755
MSTRG.1255	LAMC2	chr1	+	183155399	183214262	9.436281	1.264257	3.966631
MSTRG.1256	NMNAT2	chr1	-	183213912	183387515	20.897396	1.627355	5.105856
NCF2	NCF2	chr1	-	183524697	183560049	0.365099	0.023091	0.072450
MSTRG.1262	SMG7-AS1	chr1	-	183430010	183441117	0.943381	0.057867	0.181558
MSTRG.1263	SMG7	chr1	+	183441162	183523326	117.952850	8.280949	25.981634
MSTRG.1257	ARPC5	chr1	-	183589981	183604918	192.111481	14.872985	46.664272
MSTRG.1251	LAMC1	chr1	+	182992555	183114727	2342.289551	143.675552	450.784760
MSTRG.1252	LAMC1-AS1	chr1	-	183107538	183110405	10.787554	0.661706	2.076116
MSTRG.1258	RGL1	chr1	+	183605244	183897677	35.067024	2.793539	8.764782
MSTRG.1259	APOBEC4	chr1	-	183615411	183622451	0.000000	0.000000	0.000000
COLGALT2	COLGALT2	chr1	-	183898796	184006862	3.503062	0.312264	0.979733
MSTRG.1260	TSEN15	chr1	+	184020864	184066619	49.663689	6.345342	19.908630
MSTRG.1261	C1orf21	chr1	+	184356163	184598153	17.314825	1.062088	3.332320
MSTRG.1266	EDEM3	chr1	-	184659372	184723992	82.482979	5.109076	16.029825
MSTRG.1265	NIBAN1	chr1	-	184760166	184943640	82.411606	5.055110	15.860505
MSTRG.1264	RNF2	chr1	+	185014690	185071735	59.566334	3.653786	11.463823
MSTRG.1268	TRMT1L	chr1	-	185087218	185126230	35.613693	2.250237	7.060160
MSTRG.1269	SWT1	chr1	+	185126192	185260913	4.012733	0.479328	1.503900
MSTRG.1267	IVNS1ABP	chr1	-	185265520	185286375	147.824127	9.067501	28.449455
MSTRG.1270	HMCN1	chr1	+	185703523	186160081	31.130825	1.909558	5.991275
PDC-AS1	PDC-AS1	chr1	+	186404293	186439423	0.000000	0.000000	0.000000
PDC	PDC	chr1	-	186412698	186430246	0.221638	0.014664	0.046008
PACERR	PACERR	chr1	+	186649786	186650578	2.720050	0.166847	0.523487
MSTRG.1271	PTGS2	chr1	-	186640923	186649555	35.245121	2.161928	6.783091
MSTRG.1272	PLA2G4A	chr1	+	186798032	186958113	133.927933	8.242552	25.861166
MSTRG.1273	MIR4426	chr1	+	192685458	192685520	471.388885	28.914892	90.721031
BRINP3	BRINP3	chr1	-	190066789	190446994	0.000000	0.000000	0.000000
MSTRG.1274	RGS2	chr1	+	192778169	192781405	225.508163	13.832623	43.400116
MSTRG.1275	PRG4	chr1	+	186265405	186283697	1000.497498	64.369438	201.960327
MSTRG.1276	TPR	chr1	-	186280786	186344870	184.506775	11.515563	36.130299
MSTRG.1277	ODR4	chr1	+	186344890	186390507	52.557503	3.261862	10.234154
MSTRG.1286	UCHL5	chr1	-	192981384	193029206	27.085323	3.077506	9.655734
MSTRG.1287	SCARNA18B	chr1	-	193026411	193026545	0.000000	0.000000	0.000000
MSTRG.1288	RO60	chr1	+	193028742	193060906	9.243418	1.379473	4.328123
MSTRG.1278	GLRX2	chr1	-	193065595	193075244	69.198669	7.556324	23.708113
MSTRG.1279	CDC73	chr1	+	193091088	193223942	68.574173	4.206325	13.197426
MSTRG.1280	MIR1278	chr1	+	193105633	193105713	0.000000	0.000000	0.000000
MSTRG.1281	B3GALT2	chr1	-	193147860	193155743	0.000000	0.000000	0.000000
KCNT2	KCNT2	chr1	-	196194910	196577570	3.342130	0.208788	0.655077
MIR4735	MIR4735	chr1	-	196551543	196551611	0.000000	0.000000	0.000000
MSTRG.1285	ASPM	chr1	-	197053257	197115824	30.022820	2.074198	6.507837
ZBTB41	ZBTB41	chr1	-	197122812	197170423	8.499021	0.526423	1.651663
CRB1	CRB1	chr1	+	197170634	197447585	0.073519	0.035251	0.110600
MSTRG.1291	C1orf53	chr1	+	197871760	197876489	46.100502	2.827795	8.872261
MSTRG.1282	CFH	chr1	+	196621008	196716634	518.599915	36.411476	114.241699
MSTRG.1283	CFHR3	chr1	+	196743930	196763203	0.233659	0.014333	0.044969
MSTRG.1284	CFHR1	chr1	+	196788861	196801319	25.590181	1.569696	4.924952
CFHR4	CFHR4	chr1	+	196857182	196887763	0.000000	0.000000	0.000000
DENND1B	DENND1B	chr1	-	197473879	197744610	2.899945	0.279675	0.877487
MSTRG.1289	LHX9	chr1	+	197881635	197904608	11.248106	0.995956	3.124832
PTPRC	PTPRC	chr1	+	198608098	198726605	0.000000	0.000000	0.000000
MIR181A1HG	MIR181A1HG	chr1	-	198777132	198906558	1.109272	0.068043	0.213485
MIR181B1	MIR181B1	chr1	-	198828002	198828111	0.000000	0.000000	0.000000
MIR181A1	MIR181A1	chr1	-	198828173	198828282	0.000000	0.000000	0.000000
LINC00862	LINC00862	chr1	-	200311672	200342920	0.000000	0.000000	0.000000
NR5A2	NR5A2	chr1	+	199996838	200146550	0.084557	0.006185	0.019404
MSTRG.1290	NEK7	chr1	+	198126128	198291550	199.830109	12.879806	40.410633
MSTRG.1292	ZNF281	chr1	-	200374079	200452696	22.524181	6.309794	19.797098
MSTRG.1293	KIF14	chr1	-	200520625	200589879	23.028105	1.413187	4.433901
MSTRG.1294	DDX59	chr1	-	200609933	200639126	11.634706	2.169991	6.808387
MSTRG.1295	DDX59-AS1	chr1	+	200638635	200663378	0.947011	0.058089	0.182257
INAVA	INAVA	chr1	+	200860659	200884870	0.079965	0.008929	0.028016
KIF21B	KIF21B	chr1	-	200938518	200992842	0.000000	0.000000	0.000000
MSTRG.1296	CAMSAP2	chr1	+	200708700	200829831	53.770546	3.318008	10.410313
TNNT2	TNNT2	chr1	-	201328142	201346808	0.000000	0.000000	0.000000
IGFN1	IGFN1	chr1	+	201159952	201198080	0.145415	0.008920	0.027986
LAD1	LAD1	chr1	-	201349961	201368452	0.084126	0.005160	0.016190
PKP1	PKP1	chr1	+	201252580	201302121	0.192399	0.011802	0.037028
MSTRG.1297	TMEM9	chr1	-	201103899	201140710	271.110138	24.746382	77.642242
MSTRG.1298	PHLDA3	chr1	-	201433406	201438316	124.025276	7.886971	24.745523
MSTRG.1299	CSRP1	chr1	-	201452658	201476251	1678.917358	123.812622	388.464447
MSTRG.1300	LOC107985246	chr1	+	201476341	201503912	1.562925	0.222918	0.699410
MSTRG.1301	RPS10P7	chr1	+	201489032	201489720	3.481858	0.213576	0.670100
MSTRG.1302	TIMM17A	chr1	+	201924631	201939792	379.517609	23.279528	73.039963
MSTRG.1308	NAV1	chr1	+	201508183	201796271	47.112415	23.538441	73.852303
MSTRG.1309	IPO9-AS1	chr1	-	201657384	201798687	1.787218	0.109628	0.343959
MSTRG.1310	MIR5191	chr1	+	201688636	201688755	0.425000	0.026069	0.081793
MSTRG.1311	IPO9	chr1	+	201798285	201853418	121.399590	7.704361	24.172579
MSTRG.1312	SHISA4	chr1	+	201857797	201870299	68.377991	6.458104	20.262423
MSTRG.1313	LMOD1	chr1	-	201865584	201915676	67.660187	4.157660	13.044737
MSTRG.1303	RNPEP	chr1	+	201951776	201975271	110.130432	23.368080	73.317802
MSTRG.1304	ELF3-AS1	chr1	-	201969179	201979481	0.397112	0.024359	0.076426
PTPN7	PTPN7	chr1	-	202116141	202130716	0.000000	0.000000	0.000000
MSTRG.1305	GPR37L1	chr1	+	202092045	202102720	0.035489	0.002177	0.006830
MSTRG.1306	ARL8A	chr1	-	202102532	202113871	100.972023	6.193602	19.432545
MSTRG.1307	UBE2T	chr1	-	202300785	202311094	271.781281	16.743937	52.534416
MSTRG.1314	PPP1R12B	chr1	+	202317827	202561830	2.303580	0.581124	1.823289
MSTRG.1315	PPP1R12B	chr1	.	202440924	202441264	454.853455	27.900614	87.538704
MSTRG.1316	SYT2	chr1	-	202559725	202679582	0.150271	0.009430	0.029587
MSTRG.1317	PCAT6	chr1	+	202780074	202781041	38.763088	2.561332	8.036226
LOC148709	LOC148709	chr1	+	202830882	202844369	0.000000	0.000000	0.000000
MSTRG.1318	RABIF	chr1	-	202847410	202858277	42.420326	2.602054	8.163993
MSTRG.1321	KDM5B	chr1	-	202693625	202778598	103.813583	6.527363	20.479725
MSTRG.1319	KLHL12	chr1	-	202860249	202897727	99.854767	6.387692	20.041504
MSTRG.1322	ADIPOR1	chr1	-	202909953	202927700	355.397034	24.285158	76.195152
MSTRG.1320	CYB5R1	chr1	-	202931002	202936385	245.487778	15.058167	47.245289
MYBPH	MYBPH	chr1	-	203136939	203144954	0.000000	0.000000	0.000000
ADORA1	ADORA1	chr1	+	203096854	203136533	0.506130	0.033466	0.104999
MGAT4FP	MGAT4FP	chr1	-	202955580	202976393	0.563801	0.034583	0.108506
MSTRG.1323	TMEM183A	chr1	+	202976495	202993976	156.264465	11.129185	34.918030
PPFIA4	PPFIA4	chr1	+	202995619	203047864	17.889828	1.097358	3.442982
BTG2	BTG2	chr1	+	203274647	203278729	9.905425	0.607597	1.906346
MSTRG.1324	CHI3L1	chr1	-	203148059	203155832	80.614197	4.944858	15.514585
FMOD	FMOD	chr1	-	203309756	203320250	10.951410	0.671757	2.107651
PRELP	PRELP	chr1	+	203444934	203460479	0.616505	0.037816	0.118649
LAX1	LAX1	chr1	+	203734311	203745480	0.156721	0.013132	0.041202
MSTRG.1325	ATP2B4	chr1	+	203595915	203713209	53.466843	24.208450	75.954475
MSTRG.1326	SNORA77	chr1	+	203698709	203698833	5.408000	0.331726	1.040795
MSTRG.1327	LINC00260	chr1	+	203699705	203700979	1.916863	0.117580	0.368909
LINC00303	LINC00303	chr1	-	204001575	204010392	0.000000	0.000000	0.000000
MSTRG.1328	SNRPE	chr1	+	203830727	203840280	206.612762	15.718588	49.317368
SOX13	SOX13	chr1	+	204042243	204096871	25.517788	1.565256	4.911019
MSTRG.1332	ZC3H11A	chr1	+	203764665	203823841	129.137192	13.126202	41.183704
KISS1	KISS1	chr1	-	204159469	204165619	0.000000	0.000000	0.000000
REN	REN	chr1	-	204123947	204135465	0.796854	0.048879	0.153358
GOLT1A	GOLT1A	chr1	-	204167291	204183116	0.000000	0.000000	0.000000
ETNK2	ETNK2	chr1	-	204100190	204121172	4.961643	0.317381	0.995788
ERLNC1	ERLNC1	chr1	+	204110536	204112137	0.000000	0.000000	0.000000
MSTRG.1329	PLEKHA6	chr1	-	204187981	204329057	1.942256	0.119138	0.373796
MSTRG.1330	PLEKHA6	chr1	.	204315883	204316220	44.088753	2.704395	8.485089
MSTRG.1331	PPP1R15B	chr1	-	204372492	204380945	106.153526	6.511435	20.429750
PIK3C2B	PIK3C2B	chr1	-	204391758	204459474	11.952538	0.733166	2.300323
MDM4	MDM4	chr1	+	204485507	204527248	13.101420	0.811175	2.545078
CNTN2	CNTN2	chr1	+	205012077	205047417	0.000000	0.000000	0.000000
MSTRG.1335	NFASC	chr1	+	204797780	204991950	35.270561	2.694164	8.452991
MSTRG.1333	TMEM81	chr1	-	205052257	205053588	12.343843	0.757169	2.375631
MSTRG.1334	RBBP5	chr1	-	205055270	205091106	52.149071	3.215974	10.090178
TMCC2	TMCC2	chr1	+	205197074	205242471	0.484178	0.291874	0.915761
NUAK2	NUAK2	chr1	-	205271191	205290873	3.914185	0.240095	0.753303
MSTRG.1338	DSTYK	chr1	-	205111633	205180830	27.566605	1.699209	5.331300
MSTRG.1336	KLHDC8A	chr1	-	205305189	205326218	0.000000	0.000000	0.000000
MSTRG.1337	KLHDC8A	chr1	.	205320349	205320596	251.431458	15.422751	48.389175
BLACAT1	BLACAT1	chr1	-	205404014	205425214	0.000000	0.000000	0.000000
MIR135B	MIR135B	chr1	-	205417430	205417526	0.000000	0.000000	0.000000
LEMD1-DT	LEMD1-DT	chr1	+	205425186	205438152	0.000000	0.000000	0.000000
LEMD1-AS1	LEMD1-AS1	chr1	+	205342380	205356568	0.000000	0.000000	0.000000
LEMD1	LEMD1	chr1	-	205350507	205391184	0.263441	0.016159	0.050700
CDK18	CDK18	chr1	+	205473797	205501917	0.546722	0.034430	0.108025
SLC45A3	SLC45A3	chr1	-	205626979	205649637	10.091124	0.618987	1.942085
MFSD4A-AS1	MFSD4A-AS1	chr1	-	205523400	205538433	0.000000	0.000000	0.000000
MFSD4A	MFSD4A	chr1	+	205538142	205572046	0.341301	0.020935	0.065685
ELK4	ELK4	chr1	-	205577071	205602000	16.434626	1.209121	3.793639
MSTRG.1340	RAB29	chr1	-	205737114	205744690	94.423767	6.170216	19.359171
MSTRG.1339	NUCKS1	chr1	-	205681950	205719414	405.449280	24.899956	78.124084
SLC26A9	SLC26A9	chr1	-	205882177	205912588	0.126719	0.007784	0.024423
MSTRG.1341	SLC41A1	chr1	-	205758223	205783192	134.040741	8.844473	27.749702
MSTRG.1342	LOC284581	chr1	+	205782607	205865215	2.598983	2.415536	7.578789
MSTRG.1343	PM20D1	chr1	-	205797153	205819260	0.250471	0.015364	0.048204
MSTRG.1344	FAM72A	chr1	-	206109699	206137829	48.685268	2.986344	9.369711
MSTRG.1345	FAM72A	chr1	+	206137265	206155151	10.962841	1.303984	4.091276
MSTRG.1347	IKBKE	chr1	+	206643819	206670222	42.875984	2.695387	8.456828
RASSF5	RASSF5	chr1	+	206680864	206762779	0.624135	0.301466	0.945856
MSTRG.1346	SRGAP2	chr1	+	206516200	206637783	86.966370	11.206710	35.161263
MSTRG.1348	EIF2D	chr1	-	206764975	206785904	282.191986	17.309597	54.309189
MSTRG.1349	DYRK3	chr1	+	206808881	206828520	32.153782	1.987961	6.237264
IL24	IL24	chr1	+	207070788	207077484	0.000000	0.000000	0.000000
FCMR	FCMR	chr1	-	207076663	207095286	0.000000	0.000000	0.000000
C4BPB	C4BPB	chr1	+	207262205	207273337	0.000000	0.000000	0.000000
YOD1	YOD1	chr1	-	207217194	207226325	5.098605	0.325527	1.021346
PFKFB2	PFKFB2	chr1	+	207226620	207254369	3.301837	0.276778	0.868398
MSTRG.1350	MAPKAPK2	chr1	+	206858250	206907626	421.913177	29.948957	93.965416
MSTRG.1351	CD55	chr1	+	207495023	207534311	11.998820	4.673382	14.662824
CD34	CD34	chr1	-	208054317	208084470	0.479422	0.030127	0.094525
CAMK1G	CAMK1G	chr1	+	209757059	209787284	0.719463	0.044132	0.138464
MSTRG.1352	CD46	chr1	+	207925383	207968861	255.904724	16.264992	51.031723
MIR29B2CHG	MIR29B2CHG	chr1	-	207974863	207996048	0.585975	0.035944	0.112774
MIR29C	MIR29C	chr1	-	207975197	207975284	0.149632	0.009178	0.028797
MIR29B2	MIR29B2	chr1	-	207975788	207975868	0.000000	0.000000	0.000000
LOC148696	LOC148696	chr1	+	207991724	207995941	0.000000	0.000000	0.000000
PLXNA2	PLXNA2	chr1	-	208195588	208417729	11.571565	0.709797	2.227003
MSTRG.1353	LAMB3	chr1	-	209788215	209825770	51.765282	3.347786	10.503743
IRF6	IRF6	chr1	-	209958964	209979520	0.206476	0.012759	0.040030
TRAF3IP3	TRAF3IP3	chr1	+	209929398	209955668	0.013017	0.006014	0.018868
C1orf74	C1orf74	chr1	-	209952553	209957904	14.786089	0.906976	2.845653
MSTRG.1354	HSD11B1-AS1	chr1	-	209834704	209915907	4.061818	0.320226	1.004714
MSTRG.1355	G0S2	chr1	+	209848757	209849735	414.734009	25.439697	79.817528
MSTRG.1356	HSD11B1	chr1	+	209859525	209908295	505.787903	33.365589	104.685173
MSTRG.1357	UTP25	chr1	+	210001317	210030910	31.271194	1.918168	6.018290
SYT14	SYT14	chr1	+	210111519	210344734	1.616783	0.109363	0.343128
MSTRG.1358	-	chr1	.	210439167	210439391	36.615555	2.245990	7.046837
MSTRG.1359	SERTAD4-AS1	chr1	-	210404801	210407608	67.760262	7.112856	22.316719
MSTRG.1360	SERTAD4	chr1	+	210406141	210420216	125.071640	9.179852	28.801958
MSTRG.1361	-	chr1	.	211346994	211347230	117.789032	7.225154	22.669058
MSTRG.1365	RCOR3	chr1	+	211432619	211489725	38.592068	3.356468	10.530982
MSTRG.1362	HHAT	chr1	+	210501596	210849638	7.260774	3.011196	9.447685
MSTRG.1363	KCNH1	chr1	-	210851656	211307490	10.054669	0.621352	1.949505
MSTRG.1364	KCNH1-IT1	chr1	-	211305621	211306716	1.578614	0.096832	0.303812
MSTRG.1366	TRAF5	chr1	+	211499957	211548286	5.390696	2.530737	7.940236
MSTRG.1367	LINC00467	chr1	+	211556097	211605877	81.660294	5.009025	15.715911
LINC01693	LINC01693	chr1	+	211813150	211827963	0.306733	0.018815	0.059032
MSTRG.1368	SLC30A1	chr1	-	211744910	211752503	33.279655	2.041367	6.404828
MSTRG.1369	NEK2	chr1	-	211831599	211848972	33.605995	5.889808	18.479383
MSTRG.1370	LOC91548	chr1	+	211849104	211860801	0.000000	0.000000	0.000000
MSTRG.1371	LPGAT1	chr1	-	211916799	212004105	48.096111	3.299930	10.353593
MSTRG.1372	LPGAT1-AS1	chr1	+	212002979	212027045	0.000000	0.000000	0.000000
LINC02608	LINC02608	chr1	-	212386344	212458363	0.000000	0.000000	0.000000
MSTRG.1379	INTS7	chr1	-	212113741	212209002	62.139645	3.852630	12.087699
MSTRG.1380	DTL	chr1	+	212208895	212278355	31.075586	1.990475	6.245154
MSTRG.1381	RPL21P28	chr1	-	212224828	212225393	166.844437	10.234201	32.110001
MSTRG.1382	MIR3122	chr1	+	212250955	212251027	0.000000	0.000000	0.000000
MSTRG.1373	PPP2R5A	chr1	+	212458752	212535195	9.481800	5.470555	17.163969
MSTRG.1374	SNORA16B	chr1	+	212526160	212526292	0.000000	0.000000	0.000000
MSTRG.1375	PACC1	chr1	-	212537270	212588243	34.646606	2.283468	7.164424
MSTRG.1376	NENF	chr1	+	212606262	212619721	548.357971	33.804276	106.061554
LINC01740	LINC01740	chr1	+	212719036	212729408	0.000000	0.000000	0.000000
MSTRG.1378	ATF3	chr1	+	212738676	212794119	14.264986	3.780512	11.861428
FAM71A	FAM71A	chr1	+	212797816	212800116	0.131247	0.008051	0.025259
MSTRG.1383	SPATA45	chr1	-	213003485	213020991	1.521825	0.093348	0.292882
MSTRG.1384	FLVCR1-DT	chr1	-	213029946	213031480	29.771765	1.835046	5.757490
VASH2	VASH2	chr1	+	213123883	213164927	1.122513	0.068855	0.216033
MSTRG.1385	FLVCR1	chr1	+	213031617	213072705	11.280030	0.691915	2.170895
MSTRG.1377	BATF3	chr1	-	212859759	212873182	18.120214	1.111490	3.487321
MSTRG.1386	NSL1	chr1	-	212899495	212965119	20.259405	1.248663	3.917703
MSTRG.1387	TATDN3	chr1	+	212965170	212990172	43.056808	2.698838	8.467653
MSTRG.1388	ANGEL2	chr1	-	213165524	213189217	33.373238	2.314772	7.262641
PROX1	PROX1	chr1	+	214161316	214214847	0.352970	0.041956	0.131639
MSTRG.1391	RPS6KC1	chr1	+	213224575	213448117	57.388485	4.094091	12.845289
MSTRG.1389	SMYD2	chr1	+	214454502	214510474	188.934616	11.589210	36.361366
MSTRG.1390	PTPN14	chr1	-	214522045	214724945	65.886322	4.041453	12.680136
MSTRG.1392	CENPF	chr1	+	214776538	214837914	98.661270	6.051861	18.987829
MSTRG.1393	KCNK2	chr1	+	215157265	215410433	52.495262	6.885033	21.601919
MSTRG.1394	KCTD3	chr1	+	215740647	215795149	151.106339	9.436539	29.607317
USH2A	USH2A	chr1	-	215796233	216596790	0.126124	0.008269	0.025944
LOC102723833	LOC102723833	chr1	+	216245807	216260259	0.000000	0.000000	0.000000
ESRRG	ESRRG	chr1	-	216676588	217311044	0.005886	0.011809	0.037049
GPATCH2	GPATCH2	chr1	-	217600335	217804432	13.476405	1.302044	4.085187
SPATA17	SPATA17	chr1	+	217804686	218045038	2.043420	0.125397	0.393436
SPATA17-AS1	SPATA17-AS1	chr1	-	217954540	217958462	0.000000	0.000000	0.000000
MSTRG.1395	RRP15	chr1	+	218458635	218511325	24.939857	1.529806	4.799794
MSTRG.1404	LYPLAL1-AS1	chr1	-	219608500	219730666	0.611354	0.037500	0.117658
ZC3H11B	ZC3H11B	chr1	-	219781354	219786487	8.978417	0.550734	1.727939
MSTRG.1397	TGFB2-AS1	chr1	-	218517538	218519020	0.873598	0.053586	0.168128
MSTRG.1398	TGFB2	chr1	+	218518626	218617961	16.371737	1.023102	3.210001
MSTRG.1399	MIR548F3	chr1	+	218610975	219281452	0.000000	0.000000	0.000000
MSTRG.1400	LINC02869	chr1	+	218683437	218699320	0.437746	0.026851	0.084246
MSTRG.1401	LINC01710	chr1	-	219086099	219091853	0.000000	0.000000	0.000000
MSTRG.1402	LYPLAL1-DT	chr1	-	219254315	219347130	2.910374	0.178522	0.560115
MSTRG.1403	LYPLAL1	chr1	+	219347173	219386207	13.017169	2.966473	9.307365
MSTRG.1396	EPRS1	chr1	-	220141942	220219847	726.456177	44.560669	139.809937
MSTRG.1405	BPNT1	chr1	-	220230824	220263195	86.574898	5.426113	17.024530
C1orf115	C1orf115	chr1	+	220863705	220872495	0.103079	0.006323	0.019838
MARK1	MARK1	chr1	+	220701478	220837802	0.000000	0.000000	0.000000
MSTRG.1406	MTARC2	chr1	+	220921664	220958157	23.359032	1.444196	4.531192
RNU6ATAC35P	RNU6ATAC35P	chr1	+	220997613	220999405	0.093140	0.005713	0.017925
LINC01352	LINC01352	chr1	+	221002597	221005770	2.222685	0.136339	0.427766
MTARC1	MTARC1	chr1	+	220960255	220993001	4.463359	0.273781	0.858995
MSTRG.1416	-	chr1	+	221718830	221727615	24.016842	1.473188	4.622155
MSTRG.1414	HLX-AS1	chr1	-	221006105	221053482	3.471798	0.212959	0.668164
MSTRG.1415	HLX	chr1	+	221052785	221058400	70.475571	4.322957	13.563357
